episode,reward
1249,-120.58684979416412
1250,-125.14938891531082
1251,-120.11556905796714
1252,-125.30374917353352
1253,-120.05380740824525
1254,-125.26280090336333
1255,-119.90349670418489
1256,-125.34438107390078
1257,-120.11274185744692
1258,-125.25931079341348
1259,-120.26431931046382
1260,-125.17812504009036
1261,-120.5673755366781
1262,-124.7543174110998
1263,-121.30980949061949
1264,-124.17556176980085
1265,-121.08400402955812
1266,-124.70638942581611
1267,-120.70713013726413
1268,-123.43957151070204
1269,-122.13066760466037
1270,-123.16577424832411
1271,-123.04874102226594
1272,-121.54009488901742
1273,-124.60098237056829
1274,-120.39536217053916
1275,-125.23311448362243
1276,-120.6624588017829
1277,-123.81070011518041
1278,-122.65245744540589
1279,-122.17939772184721
1280,-123.25321857747976
1281,-121.63981821395508
1282,-124.06153475392433
1283,-121.3880714208867
1284,-124.3635306299879
1285,-120.24452011900017
1286,-125.2421394020956
1287,-120.13067248525441
1288,-125.6659653065283
1289,-120.15086747949137
1290,-125.37768188582483
1291,-119.90778065346251
1292,-125.50186232183599
1293,-120.0278382079452
1294,-125.31085377621372
1295,-120.23752360427372
1296,-124.86972952167115
1297,-120.72440718473402
1298,-124.83913143502978
1299,-120.28471497845618
1300,-125.1956666526775
1301,-120.19993857870556
1302,-124.75896807608633
1303,-121.19719164222613
1304,-122.5393833289539
1305,-125.07533307073267
1306,-120.33625320030093
1307,-124.58510238321989
1308,-121.62780579743814
1309,-123.20685090626284
1310,-123.07809292278762
1311,-121.23375354183058
1312,-125.19935251879517
1313,-120.29625299047352
1314,-125.31052020444388
1315,-120.0600412632474
1316,-125.44801465834053
1317,-120.42371116648773
1318,-125.44448355285486
1319,-120.24652412594737
1320,-125.2861201434376
1321,-121.07565876691012
1322,-124.42234637869248
1323,-120.87998091826134
1324,-124.61194891052246
1325,-120.75069152863703
1326,-124.48101354034313
1327,-122.13829273152811
1328,-122.31186845213368
1329,-124.06394931190917
1330,-120.79805050148528
1331,-124.92596940577934
1332,-120.8932624624286
1333,-124.31246175855718
1334,-121.11019150709323
1335,-124.58958307005338
1336,-120.62863463639306
1337,-125.48829980837439
1338,-120.84172100369008
1339,-124.45548787935445
1340,-121.76622919746902
1341,-123.68468291156067
1342,-121.5575315478252
1343,-123.69654606623733
1344,-121.87584244178825
1345,-123.73651195861024
1346,-121.51811569185725
1347,-123.48525761390115
1348,-122.43361856922664
1349,-121.86171668659338
1350,-124.05260048461757
1351,-121.00225435610835
1352,-125.22732109257079
1353,-119.98238518613904
1354,-125.24574794824156
1355,-120.41414500347135
1356,-124.98780421353845
1357,-120.75905874487472
1358,-124.67788952560689
1359,-121.58293213181872
1360,-122.6111854736576
1361,-123.90062824925974
1362,-120.67815317540258
1363,-125.2282711300548
1364,-119.77882269962251
1365,-125.64256737552067
1366,-120.16517497840383
1367,-125.12939096835686
1368,-120.2809732989692
1369,-125.6049900428601
1370,-120.45172701693393
1371,-124.80937453808279
1372,-121.35823784800677
1373,-123.84925111877459
1374,-121.27802153652343
1375,-123.97437436723867
1376,-121.74899828455305
1377,-122.89911900450146
1378,-123.71633583804571
1379,-120.77012177482476
1380,-121.40999338930202
1381,-123.76071355595762
1382,-122.12707893299601
1383,-122.98084114260801
1384,-123.64102648404618
1385,-121.01141344278375
1386,-123.70498281983383
1387,-122.81902913023926
1388,-121.86584102592003
1389,-124.58324184420657
1390,-120.1035853113997
1391,-125.4872887471028
1392,-120.00697301471426
1393,-125.24825387169327
1394,-119.93445814598988
1395,-125.2496481843494
1396,-120.42635216112559
1397,-123.96086372912983
1398,-122.92291204466548
1399,-122.47048875084609
1400,-121.93129364434354
1401,-121.28214076608283
1402,-125.27130171245355
1403,-121.01169685456823
1404,-123.69977739247445
1405,-122.571144870162
1406,-122.8390545339106
